source_au_id,canonical_curve_au_id,selected_top_90_stratum,lexmatch_alias_used,source_stratum_code,canonical_stratum_code,source_si_class,canonical_si_class,source_bec_group,canonical_bec_group,source_species_combo,canonical_species_combo,stand_count,area_ha,canonical_selected_area_ha
cwhvh1_cw_yc_m,cwhvm1_cw_yc_m,False,True,CWHvh1_CW+YC,CWHvm1_CW+YC,M,M,CWHvh1,CWHvm1,CW+YC,CW+YC,12,74.287773,285.012202
mhmm1_ba_hw_m,cwhvm1_ba_hw_m,False,True,MHmm1_BA+HW,CWHvm1_BA+HW,M,M,MHmm1,CWHvm1,BA+HW,BA+HW,10,74.144956,134.660517
cwhvh1_cw_l,cwhvm1_cw_l,False,True,CWHvh1_CW,CWHvm1_CW,L,L,CWHvh1,CWHvm1,CW,CW,17,74.09288,558.799848
mhmm1_yc_pl_m,cwhvm1_yc_cw_m,False,True,MHmm1_YC+PL,CWHvm1_YC+CW,M,M,MHmm1,CWHvm1,YC+PL,YC+CW,2,67.08638,300.492117
mhmm1_hw_yc_h,cwhvm1_cw_yc_h,False,True,MHmm1_HW+YC,CWHvm1_CW+YC,H,H,MHmm1,CWHvm1,HW+YC,CW+YC,9,66.565749,485.666198
cwhvh1_yc_cw_h,cwhvm1_yc_cw_h,False,True,CWHvh1_YC+CW,CWHvm1_YC+CW,H,H,CWHvh1,CWHvm1,YC+CW,YC+CW,6,63.939972,217.135653
cwhvh1_cw_m,cwhvm1_cw_m,False,True,CWHvh1_CW,CWHvm1_CW,M,M,CWHvh1,CWHvm1,CW,CW,14,63.686173,736.056723
mhmm1_ba_hm_l,cwhvm1_ba_hw_l,False,True,MHmm1_BA+HM,CWHvm1_BA+HW,L,L,MHmm1,CWHvm1,BA+HM,BA+HW,8,60.032059,255.663163
cwhvh1_yc_cw_m,cwhvm1_yc_cw_m,False,True,CWHvh1_YC+CW,CWHvm1_YC+CW,M,M,CWHvh1,CWHvm1,YC+CW,YC+CW,11,59.772015,300.492117
mhmm1_yc_ba_l,cwhvm1_hw_ba_l,False,True,MHmm1_YC+BA,CWHvm1_HW+BA,L,L,MHmm1,CWHvm1,YC+BA,HW+BA,9,56.577698,6328.040635
cwhvm2_yc_ba_l,cwhvm2_hw_ba_l,False,True,CWHvm2_YC+BA,CWHvm2_HW+BA,L,L,CWHvm2,CWHvm2,YC+BA,HW+BA,14,56.003419,3095.371233
cwhvm1_yc_h,cwhvm1_hw_h,False,True,CWHvm1_YC,CWHvm1_HW,H,H,CWHvm1,CWHvm1,YC,HW,4,55.848789,1645.046704
cwhvm1_cw_ba_l,cwhvm1_hw_ba_l,False,True,CWHvm1_CW+BA,CWHvm1_HW+BA,L,L,CWHvm1,CWHvm1,CW+BA,HW+BA,14,55.005903,6328.040635
cwhvh1_yc_hw_m,cwhvm1_yc_hw_m,False,True,CWHvh1_YC+HW,CWHvm1_YC+HW,M,M,CWHvh1,CWHvm1,YC+HW,YC+HW,3,54.850735,202.046732
cwhvm1_hm_yc_h,cwhvm1_cw_yc_h,False,True,CWHvm1_HM+YC,CWHvm1_CW+YC,H,H,CWHvm1,CWHvm1,HM+YC,CW+YC,7,54.287579,485.666198
cwhvh1_yc_cw_l,cwhvm1_yc_cw_l,False,True,CWHvh1_YC+CW,CWHvm1_YC+CW,L,L,CWHvh1,CWHvm1,YC+CW,YC+CW,12,54.249333,373.090164
cwhvm2_hw_dr_l,cwhvm1_hw_dr_l,False,True,CWHvm2_HW+DR,CWHvm1_HW+DR,L,L,CWHvm2,CWHvm1,HW+DR,HW+DR,8,52.43667,983.327431
mhmm1_yc_hm_h,cwhvm1_yc_hw_h,False,True,MHmm1_YC+HM,CWHvm1_YC+HW,H,H,MHmm1,CWHvm1,YC+HM,YC+HW,4,52.061735,138.594908
cwhvm2_cw_m,cwhvm1_cw_m,False,True,CWHvm2_CW,CWHvm1_CW,M,M,CWHvm2,CWHvm1,CW,CW,9,50.914332,736.056723
cwhvm1_fdc_hw_m,cwhvm1_dr_hw_m,False,True,CWHvm1_FDC+HW,CWHvm1_DR+HW,M,M,CWHvm1,CWHvm1,FDC+HW,DR+HW,7,50.742178,354.077189
cwhvm2_ba_yc_l,cwhvm2_ba_hw_l,False,True,CWHvm2_BA+YC,CWHvm2_BA+HW,L,L,CWHvm2,CWHvm2,BA+YC,BA+HW,9,50.4192,345.036288
cwhvm1_cw_ss_h,cwhvm1_hw_ss_h,False,True,CWHvm1_CW+SS,CWHvm1_HW+SS,H,H,CWHvm1,CWHvm1,CW+SS,HW+SS,6,50.094683,2240.217819
cwhvm2_yc_ba_h,cwhvm2_hw_ba_h,False,True,CWHvm2_YC+BA,CWHvm2_HW+BA,H,H,CWHvm2,CWHvm2,YC+BA,HW+BA,8,49.366082,3577.020254
cwhvm1_cw_fdc_h,cwhvm1_hw_fdc_h,False,True,CWHvm1_CW+FDC,CWHvm1_HW+FDC,H,H,CWHvm1,CWHvm1,CW+FDC,HW+FDC,6,48.793295,888.764635
cwhvm1_hm_yc_l,cwhvm1_cw_yc_l,False,True,CWHvm1_HM+YC,CWHvm1_CW+YC,L,L,CWHvm1,CWHvm1,HM+YC,CW+YC,11,48.197251,1293.870013
cwhvm1_yc_pl_m,cwhvm1_yc_cw_m,False,True,CWHvm1_YC+PL,CWHvm1_YC+CW,M,M,CWHvm1,CWHvm1,YC+PL,YC+CW,10,48.079229,300.492117
cwhvm2_cw_h,cwhvm1_cw_h,False,True,CWHvm2_CW,CWHvm1_CW,H,H,CWHvm2,CWHvm1,CW,CW,12,47.575275,1331.281287
cwhvh1_yc_hw_h,cwhvm1_yc_hw_h,False,True,CWHvh1_YC+HW,CWHvm1_YC+HW,H,H,CWHvh1,CWHvm1,YC+HW,YC+HW,2,46.42655,138.594908
cwhvh1_hw_dr_h,cwhvm1_hw_dr_h,False,True,CWHvh1_HW+DR,CWHvm1_HW+DR,H,H,CWHvh1,CWHvm1,HW+DR,HW+DR,9,44.504383,949.516627
mhmm1_yc_hw_h,cwhvm1_yc_hw_h,False,True,MHmm1_YC+HW,CWHvm1_YC+HW,H,H,MHmm1,CWHvm1,YC+HW,YC+HW,7,43.947364,138.594908
mhmm1_ba_hw_h,cwhvm1_ba_hw_h,False,True,MHmm1_BA+HW,CWHvm1_BA+HW,H,H,MHmm1,CWHvm1,BA+HW,BA+HW,9,43.925595,311.257048
cwhvm1_dr_cw_l,cwhvm1_dr_hw_l,False,True,CWHvm1_DR+CW,CWHvm1_DR+HW,L,L,CWHvm1,CWHvm1,DR+CW,DR+HW,6,43.305532,463.173065
cwhvm1_cw_dr_l,cwhvm1_hw_dr_l,False,True,CWHvm1_CW+DR,CWHvm1_HW+DR,L,L,CWHvm1,CWHvm1,CW+DR,HW+DR,6,43.269629,983.327431
cwhvm2_yc_cw_h,cwhvm2_yc_hw_h,False,True,CWHvm2_YC+CW,CWHvm2_YC+HW,H,H,CWHvm2,CWHvm2,YC+CW,YC+HW,11,42.750142,351.523571
mhmm1_yc_ba_h,cwhvm1_hw_ba_h,False,True,MHmm1_YC+BA,CWHvm1_HW+BA,H,H,MHmm1,CWHvm1,YC+BA,HW+BA,5,42.426178,6336.709216
cwhvm1_ba_cw_h,cwhvm1_ba_hw_h,False,True,CWHvm1_BA+CW,CWHvm1_BA+HW,H,H,CWHvm1,CWHvm1,BA+CW,BA+HW,3,42.391591,311.257048
cwhvm2_ba_yc_m,cwhvm2_ba_hw_m,False,True,CWHvm2_BA+YC,CWHvm2_BA+HW,M,M,CWHvm2,CWHvm2,BA+YC,BA+HW,6,41.538247,737.724583
cwhvm1_dr_ss_l,cwhvm1_hw_ss_l,False,True,CWHvm1_DR+SS,CWHvm1_HW+SS,L,L,CWHvm1,CWHvm1,DR+SS,HW+SS,11,40.297872,4135.63912
cwhvh1_cw_ba_l,cwhvh1_hw_ba_l,False,True,CWHvh1_CW+BA,CWHvh1_HW+BA,L,L,CWHvh1,CWHvh1,CW+BA,HW+BA,2,39.133014,467.414274
cwhvm2_fd_h,cwhvm1_hw_h,False,True,CWHvm2_FD,CWHvm1_HW,H,H,CWHvm2,CWHvm1,FD,HW,2,39.068442,1645.046704
mhmm1_hm_ba_m,cwhvm1_hw_ba_m,False,True,MHmm1_HM+BA,CWHvm1_HW+BA,M,M,MHmm1,CWHvm1,HM+BA,HW+BA,4,37.82069,13083.871387
cwhvm2_ba_hm_l,cwhvm2_ba_hw_l,False,True,CWHvm2_BA+HM,CWHvm2_BA+HW,L,L,CWHvm2,CWHvm2,BA+HM,BA+HW,3,35.731667,345.036288
cwhvh1_dr_hw_h,cwhvm1_dr_hw_h,False,True,CWHvh1_DR+HW,CWHvm1_DR+HW,H,H,CWHvh1,CWHvm1,DR+HW,DR+HW,6,35.703473,620.529576
cwhvm1_ss_l,cwhvm1_hw_l,False,True,CWHvm1_SS,CWHvm1_HW,L,L,CWHvm1,CWHvm1,SS,HW,4,35.699306,1582.40532
cwhvm1_cw_dr_h,cwhvm1_hw_dr_h,False,True,CWHvm1_CW+DR,CWHvm1_HW+DR,H,H,CWHvm1,CWHvm1,CW+DR,HW+DR,5,35.129849,949.516627
cwhvh1_hw_m,cwhvm1_hw_m,False,True,CWHvh1_HW,CWHvm1_HW,M,M,CWHvh1,CWHvm1,HW,HW,13,34.437796,4138.939451
cwhvm1_cw_dr_m,cwhvm1_hw_dr_m,False,True,CWHvm1_CW+DR,CWHvm1_HW+DR,M,M,CWHvm1,CWHvm1,CW+DR,HW+DR,7,34.138374,1157.28499
mhmm1_ba_hm_h,cwhvm1_ba_hw_h,False,True,MHmm1_BA+HM,CWHvm1_BA+HW,H,H,MHmm1,CWHvm1,BA+HM,BA+HW,2,33.300403,311.257048
cwhvm2_hw_hm_h,cwhvm2_hw_ba_h,False,True,CWHvm2_HW+HM,CWHvm2_HW+BA,H,H,CWHvm2,CWHvm2,HW+HM,HW+BA,1,33.267401,3577.020254
cwhvh1_ba_hw_h,cwhvm1_ba_hw_h,False,True,CWHvh1_BA+HW,CWHvm1_BA+HW,H,H,CWHvh1,CWHvm1,BA+HW,BA+HW,2,33.092961,311.257048
cwhvm2_cw_l,cwhvm1_cw_l,False,True,CWHvm2_CW,CWHvm1_CW,L,L,CWHvm2,CWHvm1,CW,CW,12,32.963435,558.799848
cwhvm2_ba_yc_h,cwhvm2_hw_yc_h,False,True,CWHvm2_BA+YC,CWHvm2_HW+YC,H,H,CWHvm2,CWHvm2,BA+YC,HW+YC,9,32.54476,387.20452
mhmm1_hm_yc_h,cwhvm1_cw_yc_h,False,True,MHmm1_HM+YC,CWHvm1_CW+YC,H,H,MHmm1,CWHvm1,HM+YC,CW+YC,6,30.879195,485.666198
cwhvm2_hw_fdc_m,cwhvm1_hw_fdc_l,False,True,CWHvm2_HW+FDC,CWHvm1_HW+FDC,M,L,CWHvm2,CWHvm1,HW+FDC,HW+FDC,2,30.742934,1288.9352
cwhvm1_pl_cw_h,cwhvm1_hw_cw_h,False,True,CWHvm1_PL+CW,CWHvm1_HW+CW,H,H,CWHvm1,CWHvm1,PL+CW,HW+CW,4,29.863933,2899.431292
cwhvm2_hw_dr_m,cwhvm1_hw_dr_m,False,True,CWHvm2_HW+DR,CWHvm1_HW+DR,M,M,CWHvm2,CWHvm1,HW+DR,HW+DR,5,29.73143,1157.28499
cwhvm1_dr_cw_m,cwhvm1_dr_hw_m,False,True,CWHvm1_DR+CW,CWHvm1_DR+HW,M,M,CWHvm1,CWHvm1,DR+CW,DR+HW,9,28.065131,354.077189
cwhvh1_cw_ss_l,cwhvh1_hw_ss_l,False,True,CWHvh1_CW+SS,CWHvh1_HW+SS,L,L,CWHvh1,CWHvh1,CW+SS,HW+SS,9,28.033341,265.087958
cwhvm2_ba_cw_l,cwhvm2_ba_hw_l,False,True,CWHvm2_BA+CW,CWHvm2_BA+HW,L,L,CWHvm2,CWHvm2,BA+CW,BA+HW,3,28.016489,345.036288
cwhvh1_hw_fd_l,cwhvm1_hw_fd_l,False,True,CWHvh1_HW+FD,CWHvm1_HW+FD,L,L,CWHvh1,CWHvm1,HW+FD,HW+FD,2,27.505753,401.313888
cwhvm1_ss_dr_l,cwhvm1_hw_dr_l,False,True,CWHvm1_SS+DR,CWHvm1_HW+DR,L,L,CWHvm1,CWHvm1,SS+DR,HW+DR,6,27.064091,983.327431
cwhvm1_fdc_dr_l,cwhvm1_hw_dr_l,False,True,CWHvm1_FDC+DR,CWHvm1_HW+DR,L,L,CWHvm1,CWHvm1,FDC+DR,HW+DR,1,26.969072,983.327431
cwhvm1_ss_h,cwhvm1_hw_h,False,True,CWHvm1_SS,CWHvm1_HW,H,H,CWHvm1,CWHvm1,SS,HW,3,26.872267,1645.046704
cwhvm1_ss_cw_m,cwhvm1_ss_hw_m,False,True,CWHvm1_SS+CW,CWHvm1_SS+HW,M,M,CWHvm1,CWHvm1,SS+CW,SS+HW,5,26.199465,519.509989
cwhvh1_ss_dr_h,cwhvm1_hw_dr_h,False,True,CWHvh1_SS+DR,CWHvm1_HW+DR,H,H,CWHvh1,CWHvm1,SS+DR,HW+DR,1,26.095362,949.516627
cwhvh1_dr_hw_m,cwhvm1_dr_hw_m,False,True,CWHvh1_DR+HW,CWHvm1_DR+HW,M,M,CWHvh1,CWHvm1,DR+HW,DR+HW,6,25.523978,354.077189
cwhvm2_yc_fdc_m,cwhvm2_yc_hw_m,False,True,CWHvm2_YC+FDC,CWHvm2_YC+HW,M,M,CWHvm2,CWHvm2,YC+FDC,YC+HW,2,25.254206,65.403134
mhmm1_yc_hw_m,cwhvm1_yc_hw_m,False,True,MHmm1_YC+HW,CWHvm1_YC+HW,M,M,MHmm1,CWHvm1,YC+HW,YC+HW,4,25.200728,202.046732
cwhvm2_hw_fd_l,cwhvm1_hw_fd_l,False,True,CWHvm2_HW+FD,CWHvm1_HW+FD,L,L,CWHvm2,CWHvm1,HW+FD,HW+FD,4,24.536182,401.313888
cwhvm2_fdc_dr_l,cwhvm1_hw_dr_l,False,True,CWHvm2_FDC+DR,CWHvm1_HW+DR,L,L,CWHvm2,CWHvm1,FDC+DR,HW+DR,1,24.310655,983.327431
cwhvm1_cw_pw_l,cwhvm1_cw_hw_l,False,True,CWHvm1_CW+PW,CWHvm1_CW+HW,L,L,CWHvm1,CWHvm1,CW+PW,CW+HW,1,24.173186,6107.943901
cwhvm2_hm_ba_l,cwhvm2_hw_ba_l,False,True,CWHvm2_HM+BA,CWHvm2_HW+BA,L,L,CWHvm2,CWHvm2,HM+BA,HW+BA,7,24.138709,3095.371233
cwhvh1_hw_dr_m,cwhvm1_hw_dr_m,False,True,CWHvh1_HW+DR,CWHvm1_HW+DR,M,M,CWHvh1,CWHvm1,HW+DR,HW+DR,7,24.096388,1157.28499
cwhvm1_yc_hm_m,cwhvm1_yc_hw_m,False,True,CWHvm1_YC+HM,CWHvm1_YC+HW,M,M,CWHvm1,CWHvm1,YC+HM,YC+HW,5,23.83159,202.046732
cwhvm1_fdc_ss_h,cwhvm1_hw_ss_h,False,True,CWHvm1_FDC+SS,CWHvm1_HW+SS,H,H,CWHvm1,CWHvm1,FDC+SS,HW+SS,1,23.57114,2240.217819
cwhvm1_dr_ss_h,cwhvm1_hw_ss_h,False,True,CWHvm1_DR+SS,CWHvm1_HW+SS,H,H,CWHvm1,CWHvm1,DR+SS,HW+SS,8,23.554649,2240.217819
cwhvh1_cw_ss_h,cwhvh1_hw_ss_h,False,True,CWHvh1_CW+SS,CWHvh1_HW+SS,H,H,CWHvh1,CWHvh1,CW+SS,HW+SS,5,23.431873,376.075834
cwhvm2_hw_fd_h,cwhvm1_hw_fd_h,False,True,CWHvm2_HW+FD,CWHvm1_HW+FD,H,H,CWHvm2,CWHvm1,HW+FD,HW+FD,2,23.118184,812.542221
mhmm1_hw_yc_m,cwhvm1_cw_yc_m,False,True,MHmm1_HW+YC,CWHvm1_CW+YC,M,M,MHmm1,CWHvm1,HW+YC,CW+YC,4,22.953551,285.012202
cwhvm1_cw_plc_h,cwhvm1_cw_yc_h,False,True,CWHvm1_CW+PLC,CWHvm1_CW+YC,H,H,CWHvm1,CWHvm1,CW+PLC,CW+YC,2,22.941417,485.666198
mhmm1_hm_ba_h,cwhvm1_hw_ba_h,False,True,MHmm1_HM+BA,CWHvm1_HW+BA,H,H,MHmm1,CWHvm1,HM+BA,HW+BA,2,22.910257,6336.709216
cwhvm1_fdc_pw_l,cwhvm1_yc_hw_l,False,True,CWHvm1_FDC+PW,CWHvm1_YC+HW,L,L,CWHvm1,CWHvm1,FDC+PW,YC+HW,1,22.808609,585.006343
cwhvm2_hm_ba_h,cwhvm2_hw_ba_h,False,True,CWHvm2_HM+BA,CWHvm2_HW+BA,H,H,CWHvm2,CWHvm2,HM+BA,HW+BA,7,22.80008,3577.020254
cwhvh1_dr_hw_l,cwhvm1_dr_hw_l,False,True,CWHvh1_DR+HW,CWHvm1_DR+HW,L,L,CWHvh1,CWHvm1,DR+HW,DR+HW,6,22.776487,463.173065
cwhvm1_pli_sx_m,cwhvm1_hw_ss_m,False,True,CWHvm1_PLI+SX,CWHvm1_HW+SS,M,M,CWHvm1,CWHvm1,PLI+SX,HW+SS,2,22.381265,928.457868
cwhvm1_fd_l,cwhvm1_hw_l,False,True,CWHvm1_FD,CWHvm1_HW,L,L,CWHvm1,CWHvm1,FD,HW,5,21.861791,1582.40532
cwhvm2_dr_hw_h,cwhvm1_dr_hw_h,False,True,CWHvm2_DR+HW,CWHvm1_DR+HW,H,H,CWHvm2,CWHvm1,DR+HW,DR+HW,3,20.851129,620.529576
cwhvm1_hw_fdi_l,cwhvm1_hw_fdc_l,False,True,CWHvm1_HW+FDI,CWHvm1_HW+FDC,L,L,CWHvm1,CWHvm1,HW+FDI,HW+FDC,1,20.651509,1288.9352
cwhvm2_cw_dr_l,cwhvm1_hw_dr_l,False,True,CWHvm2_CW+DR,CWHvm1_HW+DR,L,L,CWHvm2,CWHvm1,CW+DR,HW+DR,2,20.618397,983.327431
mhmm1_cw_hw_l,cwhvm1_cw_hw_l,False,True,MHmm1_CW+HW,CWHvm1_CW+HW,L,L,MHmm1,CWHvm1,CW+HW,CW+HW,4,19.72763,6107.943901
cwhvh1_cw_dr_l,cwhvh1_cw_hw_l,False,True,CWHvh1_CW+DR,CWHvh1_CW+HW,L,L,CWHvh1,CWHvh1,CW+DR,CW+HW,2,19.695209,1104.143424
cwhvh1_ss_cw_m,cwhvm1_ss_hw_m,False,True,CWHvh1_SS+CW,CWHvm1_SS+HW,M,M,CWHvh1,CWHvm1,SS+CW,SS+HW,2,19.546775,519.509989
cwhvm2_fdc_hw_l,cwhvm2_yc_hw_l,False,True,CWHvm2_FDC+HW,CWHvm2_YC+HW,L,L,CWHvm2,CWHvm2,FDC+HW,YC+HW,1,19.496536,398.830202
cwhvm1_ss_fdc_l,cwhvm1_hw_fdc_l,False,True,CWHvm1_SS+FDC,CWHvm1_HW+FDC,L,L,CWHvm1,CWHvm1,SS+FDC,HW+FDC,1,19.296924,1288.9352
mhmm1_hm_ba_l,cwhvm1_hw_ba_l,False,True,MHmm1_HM+BA,CWHvm1_HW+BA,L,L,MHmm1,CWHvm1,HM+BA,HW+BA,3,18.697052,6328.040635
cwhvm1_cw_hm_l,cwhvm1_cw_hw_l,False,True,CWHvm1_CW+HM,CWHvm1_CW+HW,L,L,CWHvm1,CWHvm1,CW+HM,CW+HW,2,18.310785,6107.943901
cwhvm1_ss_dr_m,cwhvm1_hw_dr_m,False,True,CWHvm1_SS+DR,CWHvm1_HW+DR,M,M,CWHvm1,CWHvm1,SS+DR,HW+DR,4,18.01144,1157.28499
cwhvm1_ss_dr_h,cwhvm1_hw_dr_h,False,True,CWHvm1_SS+DR,CWHvm1_HW+DR,H,H,CWHvm1,CWHvm1,SS+DR,HW+DR,6,17.980361,949.516627
cwhvm1_pl_yc_l,cwhvm1_cw_yc_l,False,True,CWHvm1_PL+YC,CWHvm1_CW+YC,L,L,CWHvm1,CWHvm1,PL+YC,CW+YC,1,17.898366,1293.870013
cwhvm2_cw_fdc_h,cwhvm1_hw_fdc_h,False,True,CWHvm2_CW+FDC,CWHvm1_HW+FDC,H,H,CWHvm2,CWHvm1,CW+FDC,HW+FDC,1,17.535693,888.764635
cwhvm2_ba_cw_m,cwhvm2_ba_hw_m,False,True,CWHvm2_BA+CW,CWHvm2_BA+HW,M,M,CWHvm2,CWHvm2,BA+CW,BA+HW,1,17.239776,737.724583
cwhvm2_hw_ss_l,cwhvm1_hw_ss_l,False,True,CWHvm2_HW+SS,CWHvm1_HW+SS,L,L,CWHvm2,CWHvm1,HW+SS,HW+SS,2,17.169434,4135.63912
cwhvh1_ss_cw_h,cwhvh1_hw_cw_h,False,True,CWHvh1_SS+CW,CWHvh1_HW+CW,H,H,CWHvh1,CWHvh1,SS+CW,HW+CW,2,16.803094,858.724563
cwhvm1_dr_fd_l,cwhvm1_dr_hw_l,False,True,CWHvm1_DR+FD,CWHvm1_DR+HW,L,L,CWHvm1,CWHvm1,DR+FD,DR+HW,1,16.661973,463.173065
cwhvm2_sx_fdi_l,cwhvm1_hw_fdc_l,False,True,CWHvm2_SX+FDI,CWHvm1_HW+FDC,L,L,CWHvm2,CWHvm1,SX+FDI,HW+FDC,1,16.5283,1288.9352
cwhvm2_hm_ba_m,cwhvm2_hw_ba_m,False,True,CWHvm2_HM+BA,CWHvm2_HW+BA,M,M,CWHvm2,CWHvm2,HM+BA,HW+BA,5,16.051181,2418.081584
cwhvm2_fdc_ba_l,cwhvm2_hw_ba_l,False,True,CWHvm2_FDC+BA,CWHvm2_HW+BA,L,L,CWHvm2,CWHvm2,FDC+BA,HW+BA,2,15.726265,3095.371233
cwhvm1_cw_hm_m,cwhvm1_cw_hw_m,False,True,CWHvm1_CW+HM,CWHvm1_CW+HW,M,M,CWHvm1,CWHvm1,CW+HM,CW+HW,1,15.588223,4015.120247
cwhvm1_dr_cw_h,cwhvm1_dr_hw_h,False,True,CWHvm1_DR+CW,CWHvm1_DR+HW,H,H,CWHvm1,CWHvm1,DR+CW,DR+HW,3,15.26556,620.529576
cwhvm1_yc_pl_h,cwhvm1_yc_cw_h,False,True,CWHvm1_YC+PL,CWHvm1_YC+CW,H,H,CWHvm1,CWHvm1,YC+PL,YC+CW,5,15.182932,217.135653
mhmm1_hm_yc_m,cwhvm1_cw_yc_m,False,True,MHmm1_HM+YC,CWHvm1_CW+YC,M,M,MHmm1,CWHvm1,HM+YC,CW+YC,4,15.085226,285.012202
cwhvm1_cw_hm_h,cwhvm1_cw_hw_h,False,True,CWHvm1_CW+HM,CWHvm1_CW+HW,H,H,CWHvm1,CWHvm1,CW+HM,CW+HW,2,14.873017,6154.404369
mhmm1_yc_hm_l,cwhvm1_yc_hw_l,False,True,MHmm1_YC+HM,CWHvm1_YC+HW,L,L,MHmm1,CWHvm1,YC+HM,YC+HW,6,14.872596,585.006343
cwhvm1_cw_fd_l,cwhvm1_hw_fd_l,False,True,CWHvm1_CW+FD,CWHvm1_HW+FD,L,L,CWHvm1,CWHvm1,CW+FD,HW+FD,1,14.815714,401.313888
cwhvm1_ba_yc_l,cwhvm1_cw_yc_l,False,True,CWHvm1_BA+YC,CWHvm1_CW+YC,L,L,CWHvm1,CWHvm1,BA+YC,CW+YC,1,14.543416,1293.870013
mhmm1_hw_cw_l,cwhvm1_hw_cw_l,False,True,MHmm1_HW+CW,CWHvm1_HW+CW,L,L,MHmm1,CWHvm1,HW+CW,HW+CW,2,14.457255,7117.880299
cwhvm2_hw_ss_h,cwhvm1_hw_ss_h,False,True,CWHvm2_HW+SS,CWHvm1_HW+SS,H,H,CWHvm2,CWHvm1,HW+SS,HW+SS,2,14.350215,2240.217819
mhmm1_yc_h,cwhvm1_hw_h,False,True,MHmm1_YC,CWHvm1_HW,H,H,MHmm1,CWHvm1,YC,HW,3,14.322054,1645.046704
cwhvm2_ba_cw_h,cwhvm2_ba_hw_h,False,True,CWHvm2_BA+CW,CWHvm2_BA+HW,H,H,CWHvm2,CWHvm2,BA+CW,BA+HW,3,13.9121,350.789044
cwhvm1_dr_ss_m,cwhvm1_hw_ss_m,False,True,CWHvm1_DR+SS,CWHvm1_HW+SS,M,M,CWHvm1,CWHvm1,DR+SS,HW+SS,7,13.551566,928.457868
cwhvm1_pl_cw_l,cwhvm1_hw_cw_l,False,True,CWHvm1_PL+CW,CWHvm1_HW+CW,L,L,CWHvm1,CWHvm1,PL+CW,HW+CW,4,13.03164,7117.880299
cwhvm2_hw_fdc_h,cwhvm1_hw_fdc_h,False,True,CWHvm2_HW+FDC,CWHvm1_HW+FDC,H,H,CWHvm2,CWHvm1,HW+FDC,HW+FDC,2,12.801049,888.764635
cwhvh1_yc_hw_l,cwhvm1_yc_hw_l,False,True,CWHvh1_YC+HW,CWHvm1_YC+HW,L,L,CWHvh1,CWHvm1,YC+HW,YC+HW,3,12.65595,585.006343
cwhvh1_ss_cw_l,cwhvh1_hw_cw_l,False,True,CWHvh1_SS+CW,CWHvh1_HW+CW,L,L,CWHvh1,CWHvh1,SS+CW,HW+CW,2,12.632624,749.479196
cwhvh1_dr_l,cwhvm1_dr_l,False,True,CWHvh1_DR,CWHvm1_DR,L,L,CWHvh1,CWHvm1,DR,DR,5,12.529475,342.368985
cwhvh1_cw_dr_h,cwhvh1_cw_hw_h,False,True,CWHvh1_CW+DR,CWHvh1_CW+HW,H,H,CWHvh1,CWHvh1,CW+DR,CW+HW,2,12.524962,1076.780452
mhmm1_cw_hw_m,cwhvm1_cw_hw_m,False,True,MHmm1_CW+HW,CWHvm1_CW+HW,M,M,MHmm1,CWHvm1,CW+HW,CW+HW,3,12.460449,4015.120247
cwhvm2_cw_dr_m,cwhvm1_hw_dr_m,False,True,CWHvm2_CW+DR,CWHvm1_HW+DR,M,M,CWHvm2,CWHvm1,CW+DR,HW+DR,2,12.376592,1157.28499
cwhvh1_dr_m,cwhvm1_dr_m,False,True,CWHvh1_DR,CWHvm1_DR,M,M,CWHvh1,CWHvm1,DR,DR,5,12.166177,138.340811
cwhvm1_yc_ba_h,cwhvm1_hw_ba_h,False,True,CWHvm1_YC+BA,CWHvm1_HW+BA,H,H,CWHvm1,CWHvm1,YC+BA,HW+BA,1,12.158754,6336.709216
cwhvm2_fdc_l,cwhvm1_dr_l,False,True,CWHvm2_FDC,CWHvm1_DR,L,L,CWHvm2,CWHvm1,FDC,DR,1,12.133032,342.368985
cwhvm1_ss_m,cwhvm1_hw_m,False,True,CWHvm1_SS,CWHvm1_HW,M,M,CWHvm1,CWHvm1,SS,HW,4,11.798551,4138.939451
cwhvm1_ss_ba_l,cwhvm1_hw_ba_l,False,True,CWHvm1_SS+BA,CWHvm1_HW+BA,L,L,CWHvm1,CWHvm1,SS+BA,HW+BA,4,11.796966,6328.040635
cwhvm2_hw_fdc_l,cwhvm1_hw_fdc_l,False,True,CWHvm2_HW+FDC,CWHvm1_HW+FDC,L,L,CWHvm2,CWHvm1,HW+FDC,HW+FDC,2,11.431529,1288.9352
cwhvh1_dr_h,cwhvm1_dr_h,False,True,CWHvh1_DR,CWHvm1_DR,H,H,CWHvh1,CWHvm1,DR,DR,5,11.404313,308.751729
cwhvm2_yc_pl_h,cwhvm2_yc_hw_h,False,True,CWHvm2_YC+PL,CWHvm2_YC+HW,H,H,CWHvm2,CWHvm2,YC+PL,YC+HW,1,11.178733,351.523571
cwhvm2_ss_hw_l,cwhvm1_ss_hw_l,False,True,CWHvm2_SS+HW,CWHvm1_SS+HW,L,L,CWHvm2,CWHvm1,SS+HW,SS+HW,1,10.906611,541.878934
cwhvm2_yc_h,cwhvm1_hw_h,False,True,CWHvm2_YC,CWHvm1_HW,H,H,CWHvm2,CWHvm1,YC,HW,3,10.815182,1645.046704
