au_id,curve_lane,feature_id,stratum_code,si_class,area_ha,matched_legacy_au_code,match_confidence,max_treated_volume,age_at_max_treated_volume,treated_volume_age_40,treated_volume_age_60,treated_volume_age_80,treated_volume_age_100,natural_max_volume,treated_to_natural_max_ratio,other_species_pct_encoded_as_dr
cwhvm1_ss_hw_l,future_managed,600433,CWHvm1_SS+HW,L,541.878934,3500,low,1667.2,350,349.8,706.4,1008.4,1223.9,1099.624,1.516,0.0
cwhvm1_ss_hw_m,existing_managed_11_50,600441,CWHvm1_SS+HW,M,519.509989,1260,high,1742.2,240,416.7,814.7,1149.4,1378.7,1167.609,1.492,0.0
cwhvm1_ss_hw_m,existing_managed_1_10,600442,CWHvm1_SS+HW,M,519.509989,0110,low,1918.8,280,532.4,958.2,1262.4,1461.6,1167.609,1.643,0.0
cwhvm1_ss_hw_m,future_managed,600443,CWHvm1_SS+HW,M,519.509989,0500,low,1919.0,280,509.1,939.4,1250.7,1452.8,1167.609,1.644,0.0
cwhvm1_yc_cw_h,existing_managed_11_50,600711,CWHvm1_YC+CW,H,217.135653,6230,high,1100.1,300,110.1,310.9,484.7,647.3,833.173,1.32,0.0
cwhvm1_yc_cw_h,existing_managed_1_10,600712,CWHvm1_YC+CW,H,217.135653,9150,fallback_review_required,1242.5,350,108.6,295.9,476.5,637.5,833.173,1.491,0.0
cwhvm1_yc_cw_h,future_managed,600713,CWHvm1_YC+CW,H,217.135653,9500,low,1233.4,350,99.4,286.4,466.9,629.3,833.173,1.48,0.0
cwhvm1_yc_cw_l,existing_managed_11_50,600531,CWHvm1_YC+CW,L,373.090164,6230,low,1100.1,300,110.1,310.9,484.7,647.3,1002.393,1.097,0.0
cwhvm1_yc_cw_l,existing_managed_1_10,600532,CWHvm1_YC+CW,L,373.090164,9150,fallback_review_required,1242.5,350,108.6,295.9,476.5,637.5,1002.393,1.24,0.0
cwhvm1_yc_cw_l,future_managed,600533,CWHvm1_YC+CW,L,373.090164,9500,fallback_review_required,1233.4,350,99.4,286.4,466.9,629.3,1002.393,1.23,0.0
cwhvm1_yc_cw_m,existing_managed_11_50,600631,CWHvm1_YC+CW,M,300.492117,6230,low,1100.1,300,110.1,310.9,484.7,647.3,853.994,1.288,0.0
cwhvm1_yc_cw_m,existing_managed_1_10,600632,CWHvm1_YC+CW,M,300.492117,9150,low,1242.5,350,108.6,295.9,476.5,637.5,853.994,1.455,0.0
cwhvm1_yc_cw_m,future_managed,600633,CWHvm1_YC+CW,M,300.492117,9500,low,1233.4,350,99.4,286.4,466.9,629.3,853.994,1.444,0.0
cwhvm1_yc_hw_h,existing_managed_11_50,600741,CWHvm1_YC+HW,H,138.594908,1230,medium,1658.2,320,232.1,525.1,796.3,1020.0,827.659,2.003,0.0
cwhvm1_yc_hw_h,existing_managed_1_10,600742,CWHvm1_YC+HW,H,138.594908,9150,low,1242.5,350,108.6,295.9,476.5,637.5,827.659,1.501,0.0
cwhvm1_yc_hw_h,future_managed,600743,CWHvm1_YC+HW,H,138.594908,9500,low,1233.4,350,99.4,286.4,466.9,629.3,827.659,1.49,0.0
cwhvm1_yc_hw_l,existing_managed_11_50,600391,CWHvm1_YC+HW,L,585.006343,6230,fallback_review_required,1100.1,300,110.1,310.9,484.7,647.3,1020.244,1.078,0.0
cwhvm1_yc_hw_l,existing_managed_1_10,600392,CWHvm1_YC+HW,L,585.006343,9150,fallback_review_required,1242.5,350,108.6,295.9,476.5,637.5,1020.244,1.218,0.0
cwhvm1_yc_hw_l,future_managed,600393,CWHvm1_YC+HW,L,585.006343,9500,fallback_review_required,1233.4,350,99.4,286.4,466.9,629.3,1020.244,1.209,0.0
cwhvm1_yc_hw_m,existing_managed_11_50,600721,CWHvm1_YC+HW,M,202.046732,6230,medium,1100.1,300,110.1,310.9,484.7,647.3,717.264,1.534,0.0
cwhvm1_yc_hw_m,existing_managed_1_10,600722,CWHvm1_YC+HW,M,202.046732,9150,low,1242.5,350,108.6,295.9,476.5,637.5,717.264,1.732,0.0
cwhvm1_yc_hw_m,future_managed,600723,CWHvm1_YC+HW,M,202.046732,9500,low,1233.4,350,99.4,286.4,466.9,629.3,717.264,1.72,0.0
cwhvm2_ba_hw_h,existing_managed_11_50,600571,CWHvm2_BA+HW,H,350.789044,5210,high,1948.4,350,258.4,562.1,831.3,1035.3,1197.499,1.627,0.0
cwhvm2_ba_hw_h,existing_managed_1_10,600572,CWHvm2_BA+HW,H,350.789044,1110,high,1907.8,350,274.5,579.7,842.0,1036.8,1197.499,1.593,0.0
cwhvm2_ba_hw_h,future_managed,600573,CWHvm2_BA+HW,H,350.789044,5500,medium,1837.9,350,256.7,560.3,828.8,1032.5,1197.499,1.535,0.0
cwhvm2_ba_hw_l,existing_managed_11_50,600581,CWHvm2_BA+HW,L,345.036288,5210,low,1948.4,350,258.4,562.1,831.3,1035.3,866.106,2.25,0.0
cwhvm2_ba_hw_l,existing_managed_1_10,600582,CWHvm2_BA+HW,L,345.036288,1110,low,1907.8,350,274.5,579.7,842.0,1036.8,866.106,2.203,0.0
cwhvm2_ba_hw_l,future_managed,600583,CWHvm2_BA+HW,L,345.036288,5500,low,1837.9,350,256.7,560.3,828.8,1032.5,866.106,2.122,0.0
cwhvm2_ba_hw_m,existing_managed_11_50,600341,CWHvm2_BA+HW,M,737.724583,5210,high,1948.4,350,258.4,562.1,831.3,1035.3,1105.856,1.762,0.0
cwhvm2_ba_hw_m,existing_managed_1_10,600342,CWHvm2_BA+HW,M,737.724583,1110,high,1907.8,350,274.5,579.7,842.0,1036.8,1105.856,1.725,0.0
cwhvm2_ba_hw_m,future_managed,600343,CWHvm2_BA+HW,M,737.724583,5500,medium,1837.9,350,256.7,560.3,828.8,1032.5,1105.856,1.662,0.0
cwhvm2_cw_hw_h,existing_managed_11_50,600421,CWHvm2_CW+HW,H,548.518658,1220,high,1631.5,310,225.8,515.4,784.7,1008.4,903.918,1.805,0.0
cwhvm2_cw_hw_h,existing_managed_1_10,600422,CWHvm2_CW+HW,H,548.518658,1120,high,1634.1,320,247.9,540.3,804.2,1021.4,903.918,1.808,0.0
cwhvm2_cw_hw_h,future_managed,600423,CWHvm2_CW+HW,H,548.518658,7500,medium,1091.9,300,92.7,287.0,462.2,629.8,903.918,1.208,0.0
cwhvm2_cw_hw_l,existing_managed_11_50,600481,CWHvm2_CW+HW,L,408.991977,6220,medium,1127.0,320,111.9,311.0,486.5,648.2,921.22,1.223,0.0
cwhvm2_cw_hw_l,existing_managed_1_10,600482,CWHvm2_CW+HW,L,408.991977,1120,fallback_review_required,1634.1,320,247.9,540.3,804.2,1021.4,921.22,1.774,0.0
cwhvm2_cw_hw_l,future_managed,600483,CWHvm2_CW+HW,L,408.991977,7500,medium,1091.9,300,92.7,287.0,462.2,629.8,921.22,1.185,0.0
cwhvm2_cw_hw_m,existing_managed_11_50,600701,CWHvm2_CW+HW,M,242.937625,6220,medium,1127.0,320,111.9,311.0,486.5,648.2,696.38,1.618,0.0
cwhvm2_cw_hw_m,existing_managed_1_10,600702,CWHvm2_CW+HW,M,242.937625,1120,low,1634.1,320,247.9,540.3,804.2,1021.4,696.38,2.347,0.0
cwhvm2_cw_hw_m,future_managed,600703,CWHvm2_CW+HW,M,242.937625,7500,medium,1091.9,300,92.7,287.0,462.2,629.8,696.38,1.568,0.0
cwhvm2_hw_ba_h,existing_managed_11_50,600111,CWHvm2_HW+BA,H,3577.020254,5252,high,1956.4,350,339.1,659.6,924.0,1112.0,1110.072,1.762,0.0
cwhvm2_hw_ba_h,existing_managed_1_10,600112,CWHvm2_HW+BA,H,3577.020254,5150,high,1897.3,350,294.3,610.6,884.0,1089.1,1110.072,1.709,0.0
cwhvm2_hw_ba_h,future_managed,600113,CWHvm2_HW+BA,H,3577.020254,1510,high,1977.6,350,339.5,655.1,915.8,1104.7,1110.072,1.782,0.0
cwhvm2_hw_ba_l,existing_managed_11_50,600121,CWHvm2_HW+BA,L,3095.371233,9250,medium,1359.8,350,99.0,273.7,455.8,616.5,920.312,1.478,0.0
cwhvm2_hw_ba_l,existing_managed_1_10,600122,CWHvm2_HW+BA,L,3095.371233,6150,medium,1330.6,350,131.6,328.0,514.7,668.5,920.312,1.446,0.0
cwhvm2_hw_ba_l,future_managed,600123,CWHvm2_HW+BA,L,3095.371233,9510,medium,1340.4,350,127.4,330.5,518.3,670.5,920.312,1.456,0.0
cwhvm2_hw_ba_m,existing_managed_11_50,600141,CWHvm2_HW+BA,M,2418.081584,9250,high,1359.8,350,99.0,273.7,455.8,616.5,1005.364,1.353,0.0
cwhvm2_hw_ba_m,existing_managed_1_10,600142,CWHvm2_HW+BA,M,2418.081584,6150,high,1330.6,350,131.6,328.0,514.7,668.5,1005.364,1.324,0.0
cwhvm2_hw_ba_m,future_managed,600143,CWHvm2_HW+BA,M,2418.081584,9510,high,1340.4,350,127.4,330.5,518.3,670.5,1005.364,1.333,0.0
cwhvm2_hw_cw_h,existing_managed_11_50,600221,CWHvm2_HW+CW,H,1136.408457,6251,high,1831.5,350,312.3,634.6,912.7,1122.9,988.679,1.852,0.0
cwhvm2_hw_cw_h,existing_managed_1_10,600222,CWHvm2_HW+CW,H,1136.408457,1150,high,1884.5,350,293.8,609.9,883.7,1090.2,988.679,1.906,0.0
cwhvm2_hw_cw_h,future_managed,600223,CWHvm2_HW+CW,H,1136.408457,1500,high,1873.1,350,275.6,589.6,867.3,1075.1,988.679,1.895,0.0
cwhvm2_hw_cw_l,existing_managed_11_50,600361,CWHvm2_HW+CW,L,726.648803,6250,medium,1288.7,350,121.1,311.7,495.5,652.7,837.987,1.538,0.0
cwhvm2_hw_cw_l,existing_managed_1_10,600362,CWHvm2_HW+CW,L,726.648803,7150,medium,1315.9,350,110.8,295.6,479.4,639.0,837.987,1.57,0.0
cwhvm2_hw_cw_l,future_managed,600363,CWHvm2_HW+CW,L,726.648803,1500,fallback_review_required,1873.1,350,275.6,589.6,867.3,1075.1,837.987,2.235,0.0
cwhvm2_hw_cw_m,existing_managed_11_50,600301,CWHvm2_HW+CW,M,876.653905,7250,high,1340.0,350,109.2,292.6,479.2,644.5,821.677,1.631,0.0
cwhvm2_hw_cw_m,existing_managed_1_10,600302,CWHvm2_HW+CW,M,876.653905,7150,high,1315.9,350,110.8,295.6,479.4,639.0,821.677,1.601,0.0
cwhvm2_hw_cw_m,future_managed,600303,CWHvm2_HW+CW,M,876.653905,1500,low,1873.1,350,275.6,589.6,867.3,1075.1,821.677,2.28,0.0
cwhvm2_hw_yc_h,existing_managed_11_50,600511,CWHvm2_HW+YC,H,387.20452,3250,medium,1947.2,350,288.3,610.7,898.4,1118.5,1130.529,1.722,0.0
cwhvm2_hw_yc_h,existing_managed_1_10,600512,CWHvm2_HW+YC,H,387.20452,5150,medium,1897.3,350,294.3,610.6,884.0,1089.1,1130.529,1.678,0.0
cwhvm2_hw_yc_h,future_managed,600513,CWHvm2_HW+YC,H,387.20452,5510,medium,1915.2,350,312.9,624.7,885.8,1075.3,1130.529,1.694,0.0
cwhvm2_hw_yc_l,existing_managed_11_50,600651,CWHvm2_HW+YC,L,282.434482,9250,low,1359.8,350,99.0,273.7,455.8,616.5,835.859,1.627,0.0
cwhvm2_hw_yc_l,existing_managed_1_10,600652,CWHvm2_HW+YC,L,282.434482,9150,low,1242.5,350,108.6,295.9,476.5,637.5,835.859,1.486,0.0
cwhvm2_hw_yc_l,future_managed,600653,CWHvm2_HW+YC,L,282.434482,9500,low,1233.4,350,99.4,286.4,466.9,629.3,835.859,1.476,0.0
cwhvm2_hw_yc_m,existing_managed_11_50,600661,CWHvm2_HW+YC,M,265.215143,9250,medium,1359.8,350,99.0,273.7,455.8,616.5,961.361,1.414,0.0
cwhvm2_hw_yc_m,existing_managed_1_10,600662,CWHvm2_HW+YC,M,265.215143,9150,medium,1242.5,350,108.6,295.9,476.5,637.5,961.361,1.292,0.0
cwhvm2_hw_yc_m,future_managed,600663,CWHvm2_HW+YC,M,265.215143,9510,medium,1340.4,350,127.4,330.5,518.3,670.5,961.361,1.394,0.0
cwhvm2_yc_hw_h,existing_managed_11_50,600561,CWHvm2_YC+HW,H,351.523571,5230,medium,1691.4,350,230.7,522.1,790.2,1008.9,832.912,2.031,0.0
cwhvm2_yc_hw_h,existing_managed_1_10,600562,CWHvm2_YC+HW,H,351.523571,9150,medium,1242.5,350,108.6,295.9,476.5,637.5,832.912,1.492,0.0
cwhvm2_yc_hw_h,future_managed,600563,CWHvm2_YC+HW,H,351.523571,9500,medium,1233.4,350,99.4,286.4,466.9,629.3,832.912,1.481,0.0
cwhvm2_yc_hw_l,existing_managed_11_50,600501,CWHvm2_YC+HW,L,398.830202,1230,fallback_review_required,1658.2,320,232.1,525.1,796.3,1020.0,1006.785,1.647,0.0
cwhvm2_yc_hw_l,existing_managed_1_10,600502,CWHvm2_YC+HW,L,398.830202,9150,low,1242.5,350,108.6,295.9,476.5,637.5,1006.785,1.234,0.0
cwhvm2_yc_hw_l,future_managed,600503,CWHvm2_YC+HW,L,398.830202,9500,low,1233.4,350,99.4,286.4,466.9,629.3,1006.785,1.225,0.0
cwhvm2_yc_hw_m,existing_managed_11_50,600771,CWHvm2_YC+HW,M,65.403134,1230,fallback_review_required,1658.2,320,232.1,525.1,796.3,1020.0,766.889,2.162,0.0
cwhvm2_yc_hw_m,existing_managed_1_10,600772,CWHvm2_YC+HW,M,65.403134,9150,medium,1242.5,350,108.6,295.9,476.5,637.5,766.889,1.62,0.0
cwhvm2_yc_hw_m,future_managed,600773,CWHvm2_YC+HW,M,65.403134,9500,medium,1233.4,350,99.4,286.4,466.9,629.3,766.889,1.608,0.0
