au_id,base_au,si_level,accepted,selected_path,source_stand_count,age_min,age_max,max_volume,peak_age,peak_volume,terminal_volume,first_age_ge_1,first_age_ge_10,first_age_ge_50,volume_at_80,volume_at_120,volume_at_200,volume_at_250,terminal_uptick_from_post_peak_min,terminal_uptick_ratio,last_20_gain,last_50_gain,max_single_year_drop,max_single_year_gain,negative_year_count,large_negative_year_count,sign_change_count,shape_severity,shape_flags,recommended_action,lmh_order_violation_count,lmh_order_max_violation_m3ha
cwhvm2_hw_fd_h,cwhvm2_hw_fd,H,True,smoothed_bin_pchip,2,1,299,1181.631586,160,1181.631586,720.668021,4.0,9.0,17.0,742.261128,1054.186838,894.174601,735.340139,0.0,0.0,-5.437177,-14.999646,-11.305749,12.596909,134,41,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,288.065257
cwhvm2_hw_fd_m,cwhvm2_hw_fd,M,True,smoothed_bin_pchip,6,1,299,1061.455618,180,1061.455618,934.919446,5.0,10.0,18.0,678.552071,941.304258,1054.884933,1008.719118,0.0,0.0,-31.125407,-75.331085,-6.554892,11.745479,112,2,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,288.065257
cwhvm2_hw_yc_l,cwhvm2_hw_yc,L,True,smoothed_bin_pchip,63,1,299,835.859272,150,835.859272,404.01567,8.0,14.0,25.0,530.508652,763.007745,633.633687,472.247496,0.0,0.0,-8.785477,-71.582707,-6.252983,11.33783,146,26,1,review,large_single_year_drop,increase_smoothing_or_shape_constraint,0,0.0
cwhvm2_hw_yc_m,cwhvm2_hw_yc,M,True,smoothed_bin_pchip,33,1,299,961.360857,150,961.360857,548.0264,5.0,11.0,20.0,614.71011,879.979076,696.96053,536.505024,12.531677,0.013035,-0.359751,11.00679,-7.204426,10.98796,106,33,3,review,large_single_year_drop,increase_smoothing_or_shape_constraint,0,0.0
cwhvm2_yc_l,cwhvm2_yc,L,True,smoothed_bin_pchip,3,1,299,789.275629,155,789.275629,9.5,9.0,16.0,28.0,447.946841,688.182677,189.053574,9.307863,0.205406,0.00026,0.059767,0.195722,-20.419491,9.544925,78,52,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,78.860304
cwhvm2_yc_cw_h,cwhvm2_yc_cw,H,True,smoothed_bin_pchip,10,1,299,906.546746,155,906.546746,361.9744,8.0,15.0,26.0,524.969518,803.011002,512.85662,329.598378,37.626659,0.041505,6.577657,33.092728,-14.56262,10.963724,78,49,2,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,546.751458
cwhvm2_yc_hm_l,cwhvm2_yc_hm,L,True,smoothed_bin_pchip,30,1,299,1015.881867,150,1015.881867,386.0,4.0,9.0,17.0,694.273969,946.774076,911.15014,696.181898,0.0,0.0,-57.814819,-319.40052,-10.139368,12.021038,144,52,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,760.282933
cwhvm2_yc_hw_l,cwhvm2_yc_hw,L,True,smoothed_bin_pchip,48,1,299,1006.785015,130,1006.785015,248.944,3.0,7.0,15.0,718.817702,988.459849,493.640546,315.763202,18.944,0.018816,10.801901,-70.995851,-11.050226,11.779638,161,61,2,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,303.838781
cwhvm2_yc_hw_m,cwhvm2_yc_hw,M,True,smoothed_bin_pchip,21,1,299,766.889077,155,766.889077,415.9,9.0,16.0,27.0,469.900359,684.964494,500.736683,419.753451,0.0,0.0,-0.790439,-4.026183,-9.04671,9.96014,79,33,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,303.838781
mhmm1_cw_hw_l,mhmm1_cw_hw,L,True,smoothed_bin_pchip,4,1,299,1086.08744,185,1086.08744,540.875973,6.0,11.0,21.0,665.891626,948.968553,1083.594148,1056.006908,0.0,0.0,-481.97297,-515.799555,-188.211946,17.505109,97,8,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,3,887.648486
mhmm1_hm_ba_l,mhmm1_hm_ba,L,True,smoothed_bin_pchip,3,1,299,1082.575024,190,1082.575024,286.0,9.0,16.0,26.0,655.502133,963.11875,1081.992494,817.662653,0.0,0.0,-68.560458,-548.827156,-19.52584,14.811182,88,59,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,445.93456
mhmm1_hm_yc_h,mhmm1_hm_yc,H,True,smoothed_bin_pchip,6,1,299,828.036449,191,828.036449,532.062667,4.0,10.0,22.0,439.124387,670.248657,824.1,723.793051,0.0,0.0,-26.326056,-197.857177,-6.948166,7.281422,98,27,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,837.034336
mhmm1_hm_yc_l,mhmm1_hm_yc,L,True,smoothed_bin_pchip,14,1,299,1029.477518,160,1029.477518,519.878766,5.0,11.0,19.0,683.367741,939.745908,834.999783,573.048866,0.0,0.0,-10.084411,-55.795246,-7.532224,12.162682,131,53,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,837.034336
mhmm1_hw_ba_h,mhmm1_hw_ba,H,True,smoothed_bin_pchip,25,1,299,1033.654009,195,1033.654009,819.979291,6.0,11.0,19.0,706.516413,952.837767,1033.624733,985.03531,0.0,0.0,-59.962898,-168.320903,-13.736582,12.971551,81,3,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,275.691843
mhmm1_hw_ba_l,mhmm1_hw_ba,L,True,smoothed_bin_pchip,27,1,299,833.220315,150,833.220315,514.238844,4.0,10.0,21.0,492.138709,753.997305,758.067883,668.247365,0.0,0.0,-35.188422,-158.45453,-5.717689,8.461584,141,1,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,275.691843
mhmm1_hw_ba_m,mhmm1_hw_ba,M,True,smoothed_bin_pchip,21,1,299,581.452665,95,581.452665,498.2676,2.0,6.0,12.0,569.900766,563.023191,526.563333,491.952367,13.8176,0.023764,12.115017,5.838065,-1.246465,12.283021,131,0,4,review,wobbly_multi_extrema;lmh_order_violation,increase_smoothing_or_shape_constraint,2,275.691843
mhmm1_hw_yc_l,mhmm1_hw_yc,L,True,smoothed_bin_pchip,11,1,299,1056.68866,170,1056.68866,427.562667,6.0,12.0,21.0,624.786472,914.287396,1038.756195,827.614558,0.0,0.0,-56.723259,-412.674874,-14.328683,11.654604,115,51,1,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,635.907179
mhmm1_yc_l,mhmm1_yc,L,True,smoothed_bin_pchip,4,1,299,721.186353,160,721.186353,441.249198,7.0,14.0,25.0,421.368822,622.359839,625.455278,570.166006,0.0,0.0,-111.860889,-129.411463,-41.266397,7.977174,128,4,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,1,720.888226
mhmm1_yc_hm_h,mhmm1_yc_hm,H,True,smoothed_bin_pchip,4,1,299,1367.690362,155,1367.690362,726.708215,5.0,10.0,18.0,911.711974,1256.801124,1101.84702,949.708706,0.0,0.0,-42.712569,-228.176514,-9.222815,16.624278,133,65,1,review,large_single_year_drop,increase_smoothing_or_shape_constraint,0,0.0
mhmm1_yc_hm_l,mhmm1_yc_hm,L,True,smoothed_bin_pchip,6,1,299,373.843871,235,373.843871,194.291264,5.0,13.0,32.0,196.434385,295.566918,372.8,373.564897,0.0,0.0,-172.200986,-179.315973,-68.258527,6.601061,22,4,3,review,large_single_year_drop,increase_smoothing_or_shape_constraint,0,0.0
mhmm1_yc_hm_m,mhmm1_yc_hm,M,True,smoothed_bin_pchip,7,1,299,892.608273,160,892.608273,606.059413,8.0,14.0,23.0,665.153168,805.889751,700.863345,624.268346,0.0,0.0,-7.002367,-18.604441,-6.763975,13.863723,137,25,1,review,large_single_year_drop,increase_smoothing_or_shape_constraint,0,0.0
mhmm1_yc_hw_h,mhmm1_yc_hw,H,True,smoothed_bin_pchip,7,1,299,935.818526,180,935.818526,586.479663,7.0,13.0,24.0,570.676958,832.230672,932.671978,859.510774,0.0,0.0,-218.134644,-275.697051,-84.035325,11.32413,96,7,3,review,large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,940.418902
mhmm1_yc_hw_l,mhmm1_yc_hw,L,True,smoothed_bin_pchip,12,1,299,940.744395,145,940.744395,318.3352,4.0,9.0,18.0,656.773608,898.541544,528.564465,411.658917,0.0,0.0,-103.836003,-93.329269,-43.7424,11.160968,102,49,5,review,wobbly_multi_extrema;large_single_year_drop;lmh_order_violation,increase_smoothing_or_shape_constraint,2,940.418902
cwhvh1_ba_hw_h,cwhvh1_ba_hw,H,True,smoothed_bin_pchip,2,1,299,806.146436,190,806.146436,794.377291,4.0,10.0,21.0,455.809401,665.536569,805.120156,802.103471,0.0,0.0,-7.832583,-7.404121,-0.450186,7.439044,43,0,3,review,lmh_order_violation,review_lmh_order_or_borrowing,1,304.222638
cwhvh1_ba_hw_l,cwhvh1_ba_hw,L,True,smoothed_bin_pchip,2,1,299,1027.664256,150,1027.664256,946.479231,4.0,8.0,16.0,704.161354,969.492805,999.312326,971.732645,0.0,0.0,-9.659048,-25.79666,-0.693721,11.824416,147,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,304.222638
cwhvh1_cw_h,cwhvh1_cw,H,True,smoothed_bin_pchip,15,1,299,892.37858,155,892.37858,639.6344,9.0,16.0,27.0,548.163029,828.307169,810.231506,699.643467,0.0,0.0,-7.664794,-62.933821,-2.998414,12.092661,138,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,177.174506
cwhvh1_cw_ba_h,cwhvh1_cw_ba,H,True,smoothed_bin_pchip,2,1,299,985.319319,160,985.319319,822.905422,13.0,22.0,33.0,538.874451,877.664638,861.314164,825.031487,0.0,0.0,-1.074146,-2.136977,-4.345964,13.877343,63,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,490.922038
cwhvh1_cw_ba_l,cwhvh1_cw_ba,L,True,smoothed_bin_pchip,2,1,299,1218.322903,155,1218.322903,1114.76604,2.0,6.0,12.0,969.257449,1172.319246,1193.107644,1150.659299,0.0,0.0,-13.365733,-36.692849,-0.886662,17.681342,136,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,490.922038
cwhvh1_cw_dr_h,cwhvh1_cw_dr,H,True,smoothed_bin_pchip,2,1,299,818.795136,160,818.795136,751.152422,10.0,18.0,28.0,547.230367,765.267955,801.358414,775.531416,0.0,0.0,-9.777755,-24.884669,-0.551128,12.425543,133,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,165.720328
cwhvh1_cw_dr_l,cwhvh1_cw_dr,L,True,smoothed_bin_pchip,2,1,299,977.345483,170,977.345483,895.183407,6.0,12.0,22.0,639.166043,892.63476,966.826097,930.061436,0.0,0.0,-13.513918,-35.625499,-0.777006,12.145592,119,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,165.720328
cwhvh1_cw_hw_h,cwhvh1_cw_hw,H,True,smoothed_bin_pchip,138,1,299,797.604556,175,797.604556,713.106313,10.0,18.0,28.0,493.689101,708.025887,783.220025,749.453992,0.0,0.0,-10.245153,-37.449671,-1.120261,10.858843,122,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,29.691359
cwhvh1_cw_hw_l,cwhvh1_cw_hw,L,True,smoothed_bin_pchip,172,1,299,613.123038,165,613.123038,457.307847,10.0,18.0,31.0,362.153893,538.302686,563.469187,496.128491,0.0,0.0,-8.338612,-40.556605,-2.299695,8.455078,121,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,29.691359
cwhvh1_cw_hw_m,cwhvh1_cw_hw,M,True,smoothed_bin_pchip,118,1,299,656.797342,170,656.797342,578.525067,3.0,10.0,22.0,376.754826,564.371297,632.090045,592.514687,0.0,0.0,-1.972341,-14.631183,-1.375595,6.398531,97,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,29.691359
cwhvh1_cw_yc_h,cwhvh1_cw_yc,H,True,smoothed_bin_pchip,14,1,299,775.969069,215,775.969069,768.810844,12.0,21.0,33.0,434.719797,663.837399,774.830351,774.088434,0.0,0.0,-2.213671,-5.366236,-0.164227,10.620747,0,0,0,review,lmh_order_violation,review_lmh_order_or_borrowing,1,144.481662
cwhvh1_dr_hw_h,cwhvh1_dr_hw,H,True,smoothed_bin_pchip,6,1,299,410.249332,110,410.249332,304.19696,3.0,7.0,14.0,399.035346,408.432942,334.118509,313.43753,0.0,0.0,-3.398264,-9.482614,-1.172222,8.924642,131,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,2,203.662892
cwhvh1_dr_hw_l,cwhvh1_dr_hw,L,True,smoothed_bin_pchip,6,1,299,401.63985,165,401.63985,351.428766,3.0,7.0,14.0,345.407027,377.554778,391.893977,366.165755,0.0,0.0,-4.645477,-15.161974,-0.562767,8.010212,112,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,2,203.662892
cwhvh1_dr_hw_m,cwhvh1_dr_hw,M,True,smoothed_bin_pchip,6,1,299,550.218325,160,550.218325,496.182657,3.0,6.0,13.0,474.910156,522.531365,537.122653,513.115396,0.0,0.0,-6.502651,-17.305602,-0.554924,10.233048,123,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,2,203.662892
cwhvh1_hw_l,cwhvh1_hw,L,True,smoothed_bin_pchip,20,1,299,559.498489,165,559.498489,477.056,13.0,28.0,47.0,247.106164,487.005358,502.768942,470.585172,24.542363,0.043865,-7.794079,7.66999,-3.029042,11.103632,74,0,3,review,lmh_order_violation,review_lmh_order_or_borrowing,1,276.224921
cwhvh1_hw_cw_h,cwhvh1_hw_cw,H,True,smoothed_bin_pchip,96,1,299,1040.455135,165,1040.455135,834.831457,6.0,12.0,21.0,683.362377,934.525212,974.110249,882.446092,0.0,0.0,-11.026499,-49.414746,-2.813195,12.700217,132,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,11.833777
cwhvh1_hw_cw_l,cwhvh1_hw_cw,L,True,smoothed_bin_pchip,117,1,299,594.328732,180,594.328732,496.968582,6.0,14.0,27.0,324.749505,491.048167,584.386431,534.696678,0.0,0.0,-9.714811,-39.096855,-1.39597,6.078908,117,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,11.833777
cwhvh1_hw_cw_m,cwhvh1_hw_cw,M,True,smoothed_bin_pchip,69,1,299,794.820947,185,794.820947,659.069829,3.0,8.0,19.0,457.934549,672.925291,792.731039,719.475756,0.0,0.0,-10.723071,-63.053353,-2.699795,8.388458,102,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,11.833777
cwhvh1_hw_dr_h,cwhvh1_hw_dr,H,True,smoothed_bin_pchip,9,1,299,890.331181,135,890.331181,651.111558,6.0,12.0,20.0,678.681178,872.886407,808.132311,722.920168,0.0,0.0,-20.10922,-74.124875,-2.346888,12.750642,159,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,62.923386
cwhvh1_hw_dr_l,cwhvh1_hw_dr,L,True,smoothed_bin_pchip,11,1,299,550.470082,145,550.470082,462.25552,6.0,13.0,27.0,302.297106,501.745806,531.417034,495.720743,0.0,0.0,-12.782098,-34.208554,-0.796204,5.481369,139,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,62.923386
cwhvh1_hw_dr_m,cwhvh1_hw_dr,M,True,smoothed_bin_pchip,7,1,299,514.561037,175,514.561037,426.64517,10.0,18.0,31.0,321.901004,450.532606,503.536452,463.471957,0.0,0.0,-14.582235,-37.600573,-0.830618,6.720267,118,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,62.923386
cwhvh1_ss_h,cwhvh1_ss,H,True,smoothed_bin_pchip,2,1,299,522.478355,190,522.478355,477.240972,11.0,21.0,36.0,255.763617,412.642671,521.298278,499.268123,0.0,0.0,-8.300598,-22.511715,-0.52229,5.752049,95,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,143.3
cwhvh1_ss_l,cwhvh1_ss,L,True,smoothed_bin_pchip,2,1,299,652.494231,200,652.494231,620.12,15.0,25.0,38.0,327.453119,515.466534,652.494231,637.086395,0.0,0.0,-6.677221,-17.334522,-0.377252,8.629582,88,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,143.3
cwhvh1_ss_cw_h,cwhvh1_ss_cw,H,True,smoothed_bin_pchip,2,1,299,1399.584454,170,1399.584454,1291.949704,4.0,7.0,14.0,1005.643558,1298.249924,1383.811152,1335.656937,0.0,0.0,-16.83687,-44.660331,-0.990876,17.690758,123,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,311.701254
cwhvh1_ss_hw_h,cwhvh1_ss_hw,H,True,smoothed_bin_pchip,10,1,299,607.320051,195,607.320051,563.716221,5.0,13.0,30.0,292.375761,492.466406,607.206066,594.543235,0.0,0.0,-12.790721,-31.213403,-1.578171,8.15259,74,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,3,503.729502
cwhvh1_yc_cw_h,cwhvh1_yc_cw,H,True,smoothed_bin_pchip,6,1,299,588.587467,299,588.587467,588.587467,16.0,26.0,39.0,323.375374,534.896018,580.114606,586.149799,0.0,0.0,0.758364,2.511296,-0.32105,8.708588,10,0,2,review,lmh_order_violation,review_lmh_order_or_borrowing,3,474.062532
cwhvh1_yc_cw_l,cwhvh1_yc_cw,L,True,smoothed_bin_pchip,12,1,299,860.997966,175,860.997966,774.516722,5.0,12.0,22.0,524.246384,754.153876,850.379555,805.226149,0.0,0.0,-10.086243,-31.571582,-0.955697,9.382878,118,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,3,474.062532
cwhvh1_yc_hw_h,cwhvh1_yc_hw,H,True,smoothed_bin_pchip,2,1,299,600.556116,200,600.556116,581.908361,15.0,25.0,38.0,328.473398,512.781214,600.556116,593.640894,0.0,0.0,-4.784067,-11.946684,-0.282624,8.649863,20,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,225.617669
cwhvh1_yc_hw_m,cwhvh1_yc_hw,M,True,smoothed_bin_pchip,3,1,299,825.523263,195,825.523263,766.704848,13.0,22.0,34.0,422.915544,695.277289,825.072227,789.452856,0.0,0.0,-7.636884,-23.495845,-0.96641,10.67109,94,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,225.617669
cwhvm1_ba_hw_h,cwhvm1_ba_hw,H,True,smoothed_bin_pchip,35,1,299,1118.544913,195,1118.544913,1001.133425,5.0,11.0,19.0,758.151465,1018.062343,1117.960768,1059.741081,0.0,0.0,-17.886724,-60.462132,-1.960849,13.783696,98,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,14.361504
cwhvm1_ba_hw_m,cwhvm1_ba_hw,M,True,smoothed_bin_pchip,26,1,299,1026.196731,165,1026.196731,835.234194,4.0,8.0,17.0,682.290401,936.970501,993.890987,915.584647,0.0,0.0,-2.134465,-84.062966,-3.879625,12.691704,118,0,3,review,lmh_order_violation,review_lmh_order_or_borrowing,1,14.361504
cwhvm1_cw_dr_h,cwhvm1_cw_dr,H,True,smoothed_bin_pchip,5,1,299,949.598776,185,949.598776,902.184444,6.0,15.0,30.0,418.413083,815.162192,947.452858,924.333737,0.0,0.0,-8.461763,-22.637387,-0.50402,11.043258,101,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,2,196.65
cwhvm1_cw_hw_h,cwhvm1_cw_hw,H,True,smoothed_bin_pchip,694,1,299,943.689368,170,943.689368,857.675354,8.0,14.0,24.0,595.065443,842.815677,929.400362,897.843214,0.0,0.0,-18.197014,-41.028268,-3.724707,12.187807,123,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,17.350868
cwhvm1_cw_hw_l,cwhvm1_cw_hw,L,True,smoothed_bin_pchip,884,1,299,783.068467,160,783.068467,559.828456,8.0,16.0,27.0,477.75802,700.882258,679.087835,601.246073,0.0,0.0,-15.324557,-42.811982,-4.748911,10.092076,127,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,17.350868
cwhvm1_cw_hw_m,cwhvm1_cw_hw,M,True,smoothed_bin_pchip,544,1,299,830.561536,165,830.561536,728.342358,12.0,20.0,30.0,518.413656,739.299661,792.519223,758.922386,0.0,0.0,-12.754056,-31.303364,-3.336716,12.859416,119,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,17.350868
cwhvm1_cw_yc_m,cwhvm1_cw_yc,M,True,smoothed_bin_pchip,30,1,299,715.166245,165,715.166245,591.584533,10.0,19.0,31.0,405.381381,623.233047,631.3688,598.306722,0.0,0.0,-2.598606,-6.860239,-3.256151,11.234446,59,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,116.129202
cwhvm1_dr_cw_h,cwhvm1_dr_cw,H,True,smoothed_bin_pchip,3,1,299,850.472954,185,850.472954,778.586545,4.0,8.0,15.0,683.630711,760.873525,846.705054,812.420599,0.0,0.0,-12.995194,-34.5669,-0.762303,12.550941,107,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,551.470152
cwhvm1_dr_cw_m,cwhvm1_dr_cw,M,True,smoothed_bin_pchip,9,1,299,308.653403,115,308.653403,229.557309,3.0,7.0,16.0,295.894295,308.285352,252.451845,236.019646,0.0,0.0,-2.529534,-6.607064,-0.879665,6.606484,107,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,551.470152
cwhvm1_dr_ss_h,cwhvm1_dr_ss,H,True,smoothed_bin_pchip,8,1,299,704.605211,170,704.605211,626.686545,3.0,8.0,17.0,444.934186,624.150134,694.935486,659.781824,0.0,0.0,-12.845246,-33.803204,-0.76167,8.049218,118,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,87.845593
cwhvm1_dr_ss_l,cwhvm1_dr_ss,L,True,smoothed_bin_pchip,11,1,299,368.553853,125,368.553853,281.459413,5.0,14.0,31.0,253.23132,367.215367,324.355669,300.611029,0.0,0.0,-7.243346,-19.580835,-0.76443,10.955669,165,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,87.845593
cwhvm1_dr_ss_m,cwhvm1_dr_ss,M,True,smoothed_bin_pchip,7,1,299,467.490372,115,467.490372,344.280655,3.0,7.0,14.0,447.78911,466.721895,389.143837,361.072671,0.0,0.0,-5.748192,-17.242581,-1.27035,9.718507,174,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,87.845593
cwhvm1_fd_l,cwhvm1_fd,L,True,smoothed_bin_pchip,5,1,299,966.606713,185,966.606713,893.5688,10.0,18.0,29.0,534.072858,809.714332,962.880332,930.835081,0.0,0.0,-12.377354,-38.13731,-0.911496,13.463255,107,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,3,966.259869
cwhvm1_fdc_hw_h,cwhvm1_fdc_hw,H,True,smoothed_bin_pchip,13,1,299,1386.036079,190,1386.036079,1316.859413,4.0,9.0,16.0,882.303187,1216.453769,1384.437254,1352.165211,0.0,0.0,-9.073008,-36.310162,-1.037817,16.748562,99,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,6.393337
cwhvm1_fdc_hw_l,cwhvm1_fdc_hw,L,True,smoothed_bin_pchip,16,1,299,909.796068,145,909.796068,835.328267,6.0,11.0,20.0,643.35863,863.137629,896.88898,866.701266,0.0,0.0,-12.294719,-32.034581,-0.707486,11.697834,124,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,6.393337
cwhvm1_fdc_hw_m,cwhvm1_fdc_hw,M,True,smoothed_bin_pchip,7,1,299,1144.750786,180,1144.750786,1053.428205,3.0,7.0,15.0,726.794302,1009.107434,1139.355378,1103.230241,0.0,0.0,-19.083847,-50.753854,-1.133931,12.167921,111,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,6.393337
cwhvm1_hm_yc_m,cwhvm1_hm_yc,M,True,smoothed_bin_pchip,2,1,299,1395.532826,170,1395.532826,1283.328205,3.0,7.0,13.0,987.594221,1281.544649,1381.356339,1331.13203,0.0,0.0,-18.400546,-48.837754,-1.062674,16.997167,122,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,761.8207
cwhvm1_hw_fd_h,cwhvm1_hw_fd,H,True,smoothed_bin_pchip,56,1,299,1265.740272,170,1265.740272,1120.135135,3.0,7.0,14.0,833.587539,1135.696672,1245.276499,1192.475381,0.0,0.0,-25.448842,-73.995753,-3.87027,13.945593,124,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,56.273326
cwhvm1_hw_fd_l,cwhvm1_hw_fd,L,True,smoothed_bin_pchip,63,1,299,1064.334544,185,1064.334544,893.915796,7.0,13.0,21.0,708.300929,960.96465,1058.801057,976.594769,0.0,0.0,-18.768623,-85.213151,-2.609196,13.613135,108,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,56.273326
cwhvm1_hw_fd_m,cwhvm1_hw_fd,M,True,smoothed_bin_pchip,54,1,299,1057.370417,185,1057.370417,981.164166,3.0,7.0,15.0,659.473391,913.150845,1052.5367,1020.723283,0.0,0.0,-14.139924,-40.392928,-0.909123,11.741347,109,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,56.273326
cwhvm1_hw_ss_h,cwhvm1_hw_ss,H,True,smoothed_bin_pchip,228,1,299,1185.819949,170,1185.819949,996.48912,3.0,7.0,15.0,769.124691,1060.781084,1164.235514,1081.19344,0.0,0.0,-18.581777,-87.316714,-2.694783,13.903513,123,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,95.75
cwhvm1_hw_ss_l,cwhvm1_hw_ss,L,True,smoothed_bin_pchip,449,1,299,1057.282887,175,1057.282887,929.493807,3.0,8.0,16.0,671.677951,939.139162,1043.011826,980.756932,0.0,0.0,-14.386872,-52.836355,-1.584423,10.998294,122,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,95.75
cwhvm1_hw_ss_m,cwhvm1_hw_ss,M,True,smoothed_bin_pchip,72,1,299,1193.283601,175,1193.283601,1090.565714,4.0,8.0,16.0,791.094487,1077.418386,1184.038898,1135.245962,0.0,0.0,-15.366963,-45.824966,-1.155134,13.491183,117,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,95.75
cwhvm1_pl_cw_h,cwhvm1_pl_cw,H,True,smoothed_bin_pchip,4,1,299,628.79342,145,628.79342,480.704222,3.0,9.0,20.0,385.649681,576.760378,550.37904,512.642754,0.0,0.0,-11.853936,-32.656126,-2.154444,6.23761,152,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,3,289.280009
cwhvm1_pli_sx_m,cwhvm1_pli_sx,M,True,smoothed_bin_pchip,2,1,299,555.281157,200,555.281157,543.38,15.0,26.0,41.0,271.351296,458.257136,555.281157,550.002106,0.0,0.0,-2.687159,-6.75662,-0.142218,7.125739,0,0,0,review,lmh_order_violation,review_lmh_order_or_borrowing,3,157.667599
cwhvm1_ss_h,cwhvm1_ss,H,True,smoothed_bin_pchip,3,1,299,1692.719186,170,1692.719186,1546.453219,3.0,7.0,13.0,1196.324973,1559.491415,1668.997791,1601.532042,0.0,0.0,-20.468129,-56.349008,-1.404438,20.828307,127,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,24.34566
cwhvm1_ss_l,cwhvm1_ss,L,True,smoothed_bin_pchip,4,1,299,613.979141,195,613.979141,459.148,5.0,11.0,25.0,324.41393,494.8,613.711461,512.358386,0.0,0.0,-0.867806,-56.880369,-3.880907,5.311021,75,0,1,review,lmh_order_violation,review_lmh_order_or_borrowing,1,24.34566
